Text,is_rule,ID,source,base,n_tokens,n_chars,n_deontic,n_quantitative,n_coref,n_ext_ref,has_shall,has_must,has_should,has_may,starts_capital,ends_period,n_commas,n_semicolons,n_numbers
"This means that alterations to features relevant to the compliance of a building with Part M, such as entrances or arrangements for people to get from one level to anOthers within the building, must result in features that comply with Requirement M1.",0,7_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,42,250,1,0,2,0,0,1,0,0,1,1,2,0,0
This means that in some cases the existing electrical installation will need to be upgraded to meet current standards.,0,11_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,19,118,0,0,1,0,0,0,0,0,1,1,0,0,0
This means that whenever such changes occur  the building must be brought up to the standards  required by Parts G1 and G3 to G6.,0,50_UK_DocG_Sanitation,accord_official,ACCORD Official,24,129,1,0,2,0,0,1,0,0,1,1,0,0,0
This must be carried out both at the design stage and when work is complete.,0,47_UK_DocL_V1_ConsrvationOfFuelAndPower | 48_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,15,76,1,0,1,0,0,1,0,0,1,1,0,0,0
"This ratio, in steadystate conditions, is numerically equal to the equilibrium relative humidity of the air, except that the latter is commonly expressed as a percentage.",0,112_UK_DocF_V2_Ventilation | 247_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,26,170,0,1,1,0,0,0,0,0,1,1,3,0,0
"This section applies only to buildings having proportions within the following parameters (see Diagrams 1 and 2): a. residential buildings of not more than three storeys: i. the maximum height of the building measured from the lowest finished ground level adjoining the building to the highest point of any wall or roof should not begreater than 15m, subject to the limits of paragraph 2C16.",0,28_UK_DocA_Structure,accord_official,ACCORD Official,64,391,1,2,2,3,0,0,1,0,1,1,1,0,2
This section deals with requirement RA2 from Part R of Schedule 1 and regulation 44ZC of the Building Regulations 2010.,0,30_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,20,119,0,0,1,2,0,0,0,0,1,1,0,0,2
"This shall comprise both vertical supportand horizontal restraint, andc. provision is made, where necessary, toaccommodate differential movement of thecladding and the supporting structure of thebuilding, andd. the cladding and its fixings (includingany support components) are of durablematerials; the design life of the fixings beingnot less than that of the cladding.",0,101_UK_DocA_Structure,accord_official,ACCORD Official,50,370,1,2,1,0,1,0,0,0,1,1,4,1,0
This should be demonstrated through seeking expert advice or using anOthers suitable method.,0,139_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,13,92,1,0,1,1,0,0,1,0,1,1,0,0,0
This should be determined according to BS EN 145112.,0,272_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,9,52,1,0,1,0,0,0,1,0,1,1,0,0,1
This should be determined using the orientation of the faade that has the largest area of glazing.,0,29_UK_DocO_Overheating | 30_UK_DocO_Overheating,accord_official,ACCORD Official,17,98,1,0,1,0,0,0,1,0,1,1,0,0,0
"This should include an explanation of how new dwellings are in an area that is isolated from a relevant connection, that the cost of providing a USOstandard public electronic communications network connection exceeds the cost cap and why the prospect of a connection to a relevant network in the isolated area is considered too remote to justify equipping the building with the relevant gigabit-ready physical infrastructure.",0,9_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,67,425,1,0,1,0,0,0,1,0,1,1,1,0,0
"This test should be conducted on the entire system, which typically comprises the heat pump, header pipes, manifold and all ground arrays.",0,389_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,22,138,1,0,1,0,0,0,1,0,1,1,3,0,0
This value should be used to calculate the building emission rate and primary energy rate.,0,287_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,15,90,1,0,1,0,0,0,1,0,1,1,0,0,0
Through-floor lifting device provision.,0,80_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,5,39,0,0,0,0,0,0,0,0,1,1,0,0,0
Timber joist hangers should be considered as an alternative to penetrating through the inner leaf.,0,183_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,15,98,1,0,0,0,0,0,1,0,1,1,0,0,0
Timing and temperature demand control should be provided.,1,257_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,8,57,1,0,0,0,0,0,1,0,1,1,0,0,0
"To allow for basic hygiene, hand washing  facilities should be located in: a. the room containing the sanitary convenience; or  b. an adjacent room or place that provides the sole means of access to the room containing the sanitary convenience (provided that it is not used for the preparation of food).",1,180_UK_DocG_Sanitation,accord_official,ACCORD Official,51,303,1,0,1,0,0,0,1,0,1,1,1,1,0
"To avoid air movement within thermal elements in new and existing buildings, either of the following measures should be implemented.",0,151_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,20,132,1,0,1,0,0,0,1,0,1,1,1,0,0
"To avoid air movement within thermal elements, either of the following measures should be implemented.",0,190_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,15,102,1,0,1,0,0,0,1,0,1,1,1,0,0
To avoid this one of the following should be adopted.,0,106_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,10,53,1,0,2,0,0,0,1,0,1,1,0,0,0
"To correctly assess whether an element meets the limiting U-value, the U-value must be calculated for the element in the appropriate plane  either horizontal or vertical.",1,128_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,28,170,1,0,0,0,0,1,0,0,1,1,1,0,0
"To correctly assess whether an element meets the limiting U-value, the U-value must be calculated for the element in the appropriate plane - either horizontal or vertical.",1,109_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,28,171,1,0,0,0,0,1,0,0,1,1,1,0,0
"To ensure that provision can be made for a wheelchair user to access to all parts of a dwelling on more than one floor level, the dwelling should comply with either the requirements of paragraph 3.28 for a wheelchair adaptable dwelling or 3.29 for a wheelchair accessible dwelling.",0,81_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,50,281,1,0,0,2,0,0,1,0,1,1,1,0,2
"To make suitable and convenient provision for a wheelchair user to use a WC, the dwelling should comply with all of the following.",0,111_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,23,130,1,0,1,1,0,0,1,0,1,1,1,0,0
To provide an appropriate means of removing excess heat from the indoor environment  follow paragraphs 1.10 to 1.13.,0,26_UK_DocO_Overheating,accord_official,ACCORD Official,20,116,0,0,0,1,0,0,0,0,1,1,0,0,2
"To provide easy access between rooms on the entrance storey, a stepped change of level within the entrance storey should be avoided where possible.",1,27_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,24,147,1,0,0,0,0,0,1,0,1,1,1,0,0
To reduce the risks to the health of persons in buildings formaldehyde fumes given off by urea formaldehyde foams should not penetrate to occupied parts of buildings to an extent which would give rise to an irritant concentration.,1,4_UK_DocD_ToxicSubstances,accord_official,ACCORD Official,38,230,1,0,0,0,0,0,1,0,1,1,0,0,0
To reduce the risks to the health of persons in buildings formaldehyde fumes given off by urea formaldehyde foams should not penetrate to the occupied parts of buildings to an extent which would give rise to an irritant concentration.,1,12_UK_DocD_ToxicSubstances,accord_official,ACCORD Official,39,234,1,0,0,0,0,0,1,0,1,1,0,0,0
To show that the connection cost is greater than 3600 at least two formal quotes should be given to the building control body during the notice/plans stage as follows.,0,21_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,30,167,1,2,0,0,0,0,1,0,1,1,0,0,1
"To support the approaches in paragraph 4.11a, it should be demonstrated to the building control body that an appropriate system of site inspection is in place to give confidence that the construction procedures achieve the required standards.",0,157_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,38,242,1,0,1,1,0,0,1,0,1,1,1,0,1
"To use the tables for bottom and top hung windows, the h and w should be reversed.",0,111_UK_DocO_Overheating,accord_official,ACCORD Official,17,82,1,0,0,1,0,0,1,0,1,1,1,0,0
"To verify that the design and installation of electrical work is adequate, and that installations will be safe to use, maintain and alter, the electrical work should be inspected and tested in accordance with the procedures in BS 7671.",0,23_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,39,235,1,0,0,0,0,0,1,0,1,1,3,0,1
Tolerance around a window or door unit and the surrounding opening should be minimal and be in accordance with BS 82134.,0,138_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,21,120,1,0,1,0,0,0,1,0,1,1,0,0,1
"Tundish means a device, installed in the  discharge pipe from a valve, that provides an  air break allowing discharge to be conducted  safely to a place of termination.",0,37_UK_DocG_Sanitation,accord_official,ACCORD Official,28,168,0,0,0,0,0,0,0,0,1,1,2,0,0
Tundish.,0,131_UK_DocG_Sanitation,accord_official,ACCORD Official,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0
Turning circle should be clear of top step of any adjacent flight of steps.,1,87_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,14,75,1,0,0,0,0,0,1,0,1,1,0,0,0
"U-values for rooflights or rooflight-and-kerb assemblies should be based on the developed surface area of the rooflight (U-values), which is often greater than the area of the roof opening.",1,114_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,33,189,1,1,0,0,0,0,1,0,1,1,1,0,0
"U-values for rooflights or rooflight-and-kerb assemblies should be based on the developed surface area of the rooflight (U_d values), which is often greater than the area of the roof opening.",1,140_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,33,191,1,1,0,0,0,0,1,0,1,1,1,0,0
"U-values for rooflights or rooflight-and-kerb assemblies should be based on the outer developed surface area, which  is often greater than the area of the roof opening.",1,122_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,29,168,1,1,0,0,0,0,1,0,1,1,1,0,0
"U-values should be assessed for the whole fabric element (e.g. in the case of a window, the combined performance of the glazing and the frame).",1,104_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,27,143,1,0,0,0,0,0,1,0,1,1,1,0,0
"U-values should be assessed for the whole thermal element (e.g. in the caseof a window, the combined performance of the glazing and the frame).",1,123_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,26,143,1,0,0,0,0,0,1,0,1,1,1,0,0
U-values should be assessed using the methods and conventions set out in the Building Research Establishments BR 443.,0,122_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,19,117,1,0,0,0,0,0,1,0,1,1,0,0,1
UKAS or an equivalent national accreditation body belonging to the EA may accredit the testing laboratories; this accreditation provides a means of showing that tests can be relied on.,0,11_UK_Doc7_Materials_and_workmanship,accord_official,ACCORD Official,29,184,1,0,2,0,0,0,0,1,1,1,0,1,0
USO-standard public electronic communications network: A public electronic communications network that provides at least the minimum download speed for the time being specified by virtue of section 65(2B)(a) of the Communications Act 2003 in the universal service order (as defined by section 151(1) of that Act).,0,67_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,50,313,0,2,0,1,0,0,0,0,1,1,0,0,4
Unauthorised access.,0,3_UK_DocQ_Security_Dwellings,accord_official,ACCORD Official,2,20,0,0,0,0,0,0,0,0,1,1,0,0,0
"Under Requirement M3, if sanitary conveniences are provided in any building that is to be extended, reasonable provision must be made within the extension for sanitary conveniences.",0,4_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,27,181,1,0,0,0,0,1,0,0,1,1,2,0,0
"Under regulation 4 of the Building Regulations  2010, building work should be carried out in such  a way that, on completion of work,  i. the building complies with the applicable  Parts of Schedule 1 of the Building Regulations.",0,46_UK_DocG_Sanitation,accord_official,ACCORD Official,38,229,1,0,1,1,0,0,1,0,1,1,3,0,3
"Under regulation 4, where an alteration of a non-domestic building is a material alteration, the work itself must comply, where relevant, with Requirement M1.",0,6_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,25,158,1,0,0,0,0,1,0,0,1,1,4,0,1
"Under regulation 6, as amended, if an existing building undergoes a change of use such that part is used as a hotel or boarding house, an institution, a public building or a shop, such work if any shall be carried out as is necessary to ensure that:a. there is reasonable provision for people to gain access to that part from the site boundary and from on-site car parking where provided, either by means of an independent access or by means of a route to and through the building;b. that part itself complies with M1 (access and use); andc. any sanitary conveniences provided in, or in connection with, that part comply with Requirement M1: if users of that part have the use of sanitary conveniences elsewhere in the building, there must be reasonable provision for people to gain access to and use that sanitary accommodation, upgraded if need be.",0,13_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,151,850,2,0,1,0,1,1,0,0,1,1,10,2,1
"Under regulation 6, as amended, where there is a material change of use of the whole of a building to a hotel or boarding house, an institution, a public building or a shop, the building must be upgraded, if necessary, so as to comply with M1 (Access and use).",0,11_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,49,260,1,0,0,0,0,1,0,0,1,1,7,0,1
Under-floor heating systems intended for intermittent or cyclical operation and/or installed over unheated rooms should be separated from the structural floor by a layer of insulation with a thermal resistance of at least 1.25(m2K)/W.,1,304_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,39,234,1,1,0,0,0,0,1,0,1,1,0,0,1
